id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
40693854,Habitación triple (Bienvenido a Descansar ),312594237,Casona,,Providencia,-33.44006,-70.63219,Private room,72857,1,0,,,12,365,0,
40697384,Espacio azul,201193834,Tania,,Peñalolén,-33.48005,-70.53883,Private room,22000,3,0,,,2,364,0,
40700330,Departamento ñuñoa a pasos del metro,49215605,Constanza,,Ñuñoa,-33.4524,-70.6121,Entire home/apt,27000,2,74,2024-07-21,2.20,2,340,28,
40714685,Pequeña y tranquila habitación,316040013,Gabriela,,Ñuñoa,-33.45242,-70.62594,Private room,20000,1,0,,,1,365,0,
40720015,Se arrienda pieza,239720218,Wildo,,Maipú,-33.48539,-70.73981,Private room,25000,1,0,,,1,90,0,
40727223,Apartamentop,316133911,Rosmary,,Las Condes,-33.41431,-70.60324,Entire home/apt,54143,1,140,2024-09-19,2.45,2,335,77,
40727742,Práctico y pequeño departamento en Santiago Centro,239867264,Diana,,Santiago,-33.44882,-70.64512,Entire home/apt,25000,2,5,2024-09-01,0.94,1,162,5,
40729256,Familia Maipucina joven. Te sentirás como en casa,316127340,Claudia,,Maipú,-33.48904,-70.77276,Entire home/apt,,7,0,,,1,0,0,
40731185,Departamento un ambiente / Clinica las Condes,108156245,Juan Carlos,,Las Condes,-33.38632,-70.53372,Entire home/apt,217857,3,0,,,2,24,0,
40746737,Habitación Twin con desayuno,311364433,Hotel,,Providencia,-33.43547,-70.63339,Private room,53429,1,3,2023-01-09,0.07,5,365,0,
40746978,Habitacion triple con desayuno,311364433,Hotel,,Providencia,-33.43368,-70.63235,Private room,72857,1,0,,,5,365,0,
40747705,"Lyon New 2D 2B parking, gym, pool, panoramic view.",10145628,Paola,,Providencia,-33.42986,-70.60761,Entire home/apt,124734,5,30,2024-07-31,0.80,1,322,4,
40748543,Habitación Twin (sin desayuno),311399786,Bellas,,Recoleta,-33.43276,-70.64349,Private room,43714,1,6,2024-03-18,0.17,6,365,2,
40748814,Habitación Triple (con desayuno),311399786,Bellas,,Santiago,-33.43408,-70.64428,Private room,63143,1,2,2023-07-31,0.13,6,365,0,
40748950,Habitación Triple (con desayuno),311399786,Bellas,,Recoleta,-33.43281,-70.64291,Private room,68000,1,1,2023-07-13,0.07,6,365,0,
40749671,Habitación Single (con desayuno),311399786,Bellas,,Recoleta,-33.43218,-70.6432,Private room,38857,1,3,2022-10-09,0.05,6,365,0,
40749819,Habitación Single (sin desayuno),311399786,Bellas,,Santiago,-33.43425,-70.64496,Private room,34000,1,2,2024-04-02,0.04,6,365,1,
40783350,HABITACIONES EN METRO DEPARTAMENTAL,316882622,Se,,San Miguel,-33.50471,-70.6518,Private room,,1,0,,,1,0,0,
40784959,Amapolas street apt for two,120901913,Liliana Ximena,,Ñuñoa,-33.43799,-70.58412,Entire home/apt,50000,3,19,2024-09-21,0.34,2,254,5,
40801255,Departamento en Windsor Suite. Hasta 7 personas,258847340,Windsor,,Santiago,-33.44102,-70.64341,Private room,,1,9,2024-07-07,0.16,5,346,4,96939470-7
40814059,"Dpto Nuevo, Las Condes-La Dehesa lado Mall Sport.",75641261,Rosanna,,Lo Barnechea,-33.36886,-70.50585,Entire home/apt,75000,5,5,2024-07-13,0.29,1,179,4,
40814809,"Cómoda, tranquila y bella habitación para MUJER",304944674,Claudia,,Ñuñoa,-33.44733,-70.61307,Private room,,1,0,,,2,365,0,
40819257,Excelente ubicación departamento en Providencia,23285198,Ana,,Providencia,-33.44087,-70.61511,Entire home/apt,,4,3,2020-03-08,0.05,1,0,0,
40819394,Premium 2BE 2BA apartment in Parque Arauco sector,317472101,Andes STR,,Las Condes,-33.4002566,-70.5725549,Entire home/apt,78262,2,160,2024-09-21,2.76,194,346,42,
40820373,Apart Hotel Margans corazón de Providencia,189571877,Ingrid,,Providencia,-33.42526,-70.61086,Entire home/apt,45286,2,87,2024-09-22,1.51,6,361,16,
40820408,Apart Hotel Inga Providencia,189571877,Ingrid,,Providencia,-33.42519,-70.61207,Entire home/apt,44857,2,33,2024-09-19,1.14,6,150,6,
40836429,Twin room with shared bathroom in Providencia,12538185,Cristian,,Providencia,-33.43402,-70.62463,Private room,,3,5,2024-02-20,0.09,6,0,3,
40841482,Comparte departamento por mes en Providencia.,282940103,Jessica,,Providencia,-33.43703,-70.62686,Private room,,21,0,,,1,0,0,
40846976,Habitación standard 4 sin cocina,315245644,Maria,,Santiago,-33.44817,-70.63661,Private room,30000,2,4,2022-11-13,0.15,7,364,0,
40847173,Habitación standard 3 sin cocina,315245644,Maria,,Santiago,-33.44777,-70.63551,Private room,35000,2,7,2024-04-22,0.19,7,364,1,
40872326,Estancia Portugal 442,144208591,Hans,,Santiago,-33.44797,-70.63398,Entire home/apt,,2,8,2023-01-19,0.14,2,0,0,
40877215,Hermoso dpto en condominio familiar cercano a todo,138240478,Valentina,,Las Condes,-33.40669,-70.55893,Entire home/apt,104286,2,56,2024-04-22,1.96,1,148,11,
40883683,Habitación Triple (Bienvenido a Disfrutar),312594237,Casona,,Providencia,-33.44029,-70.63403,Private room,72857,1,0,,,12,365,0,
40884095,Habitación Single,312594237,Casona,,Providencia,-33.43958,-70.63371,Private room,53429,2,3,2020-03-03,0.05,12,365,0,
40884475,"Depto Nuevo 2 dorm 1 baño, excelente ubicacion M1",108820930,Leonardo,,San Joaquín,-33.48938,-70.61807,Entire home/apt,36990,2,53,2024-09-17,0.98,2,351,10,
40884503,Habitación Single,312594237,Casona,,Providencia,-33.44177,-70.6325,Private room,53429,1,1,2020-10-08,0.02,12,365,0,
40884755,DORMITORIO EXCELENTE UBICACIÓN Y AMBIENTE,265765360,Rodrigo,,Santiago,-33.45545,-70.66635,Private room,,1,0,,,1,0,0,
40886525,"Habitación con baño privado, Las Condes",112321450,Valentina,,Las Condes,-33.41677,-70.56503,Private room,32857,1,34,2024-06-28,0.60,1,179,6,
40893556,51% dcto/M • Parque A. Mejor vista y ubicación,318499907,Gerardo,,Las Condes,-33.40521,-70.57676,Entire home/apt,130286,6,7,2024-07-26,0.18,1,179,3,
40897378,Amplia Habitación Tabancura,92886761,María Carolina,,Vitacura,-33.38311,-70.53578,Private room,24990,2,7,2024-07-06,0.12,3,269,1,
40897730,Ultra modern apt in quiet area. 5 mins to metro,16202450,Julia,,Ñuñoa,-33.43932,-70.58016,Entire home/apt,,2,8,2024-05-27,0.38,1,0,3,
40899039,Departamento Totalmente Equipado a pasos del metro,318590598,Cristofer,,Estación Central,-33.45649,-70.6951,Entire home/apt,34000,4,6,2020-12-08,0.10,2,120,0,
40910117,"Arriendo pieza M.Manuel Montt, enero y febrero",216453544,Karina,,Providencia,-33.43072,-70.61559,Private room,,60,0,,,1,0,0,
40913830,Hospedaje cerca de  Aerop.  y Centro de Santiago,318734887,Omar,,Pudahuel,-33.45263,-70.76439,Private room,,8,0,,,1,0,0,
40916676,"Hotel Loreto, viví una experiencia única.",318765122,Cristian,,Recoleta,-33.43249,-70.64257,Private room,66566,1,2,2024-01-06,0.10,1,214,1,+56978896611
40919086,Ambiente tranquilo y cercano a todo lo que deseas,318785266,Camila,,Providencia,-33.42771,-70.62666,Private room,26495,1,0,,,1,89,0,
40936664,Apartamento Living Valdivia (dp 1004),172197278,Diego,,Providencia,-33.42532,-70.61169,Entire home/apt,72211,1,22,2024-08-18,0.50,49,362,5,Bromberg y Asociados Ltda. RUT 76053377-7
40938068,DEPARTAMENTOS PROVIDENCIA-LADO METRO IV,43099912,Pedro MG,,Providencia,-33.42716,-70.6125,Entire home/apt,38429,10,46,2024-08-23,0.80,7,35,16,
40942934,Hermoso departamento Sacramentinos,35563495,Marianela,,Santiago,-33.45015,-70.64931,Entire home/apt,46143,2,49,2024-09-09,2.38,1,114,27,+56999209421
40944383,Modern room with private bathroom in Providencia,12538185,Cristian,,Providencia,-33.43372,-70.62355,Private room,,3,3,2024-02-27,0.37,6,0,3,
40945570,Departamento full amoblado 1 dormitorio,319009767,Luis,,Santiago,-33.43941,-70.65836,Entire home/apt,,2,2,2023-03-19,0.06,1,208,0,
40979058,Townhouse  Providencia,4819691,Samuel,,Providencia,-33.43433,-70.62099,Entire home/apt,81312,3,1,2024-01-05,0.11,1,173,1,
40980870,Pieza privada,299701904,Jose Antonio,,Lo Barnechea,-33.35527,-70.51169,Private room,,38,0,,,1,0,0,
40988963,Modern apartment in Santiago’s heart,1212654,Mirochlava,,Santiago,-33.44863,-70.65571,Entire home/apt,37000,2,0,,,1,345,0,
40999078,"Bello Depto. 90 m2, Ñuñoa, Santiago",2554336,Patricia,,Ñuñoa,-33.46359,-70.59725,Entire home/apt,45681,21,14,2024-07-20,0.26,1,254,3,
41004833,Habitación en casa privada en condominio seguro,319896048,Jorge,,Ñuñoa,-33.46888,-70.59934,Private room,,2,0,,,1,0,0,
41005396,Modern room with private bathroom in Providencia,12538185,Cristian,,Providencia,-33.435,-70.62282,Private room,,3,5,2024-02-22,0.09,6,0,4,
41012584,Habitación individual amoblada en providencia,33595842,Cecilia,,Providencia,-33.43061,-70.60073,Private room,28000,1,5,2024-09-08,0.11,3,26,1,
41020220,The Pop Hotels (Habitación Superior),318934187,Pablo,,Providencia,-33.42664,-70.59806,Private room,87186,1,0,,,3,354,0,
41022355,The Pop Hotels (Habitaciones Triple),318934187,Pablo,,Providencia,-33.42515,-70.59761,Private room,,1,38,2024-02-18,0.79,3,353,4,76.452324-5
41023184,The Pop Hotels (Habitación Doble),318934187,Pablo,,Providencia,-33.42529,-70.59647,Private room,,1,25,2024-05-08,0.61,3,363,4,
41029541,Departamento Windsor Suite Hasta 3 Personas,258847340,Windsor,,Santiago,-33.44112,-70.64167,Private room,,1,1,2024-06-30,0.34,5,347,1,96939470-7
41030510,"Nuevo, Lujoso y Acogedor Departamento Vanguardista",70563583,Juan Adolfo,,Providencia,-33.41894,-70.60786,Entire home/apt,50000,5,7,2022-10-01,0.12,1,18,0,
41042928,Departamento Amoblado,219688662,Horacio,,La Cisterna,-33.53312,-70.67267,Entire home/apt,35000,7,0,,,1,180,0,
41043862,Habitacion con terraza y baño privado en penthouse,90435899,Patricio,,Providencia,-33.42409,-70.60945,Private room,,7,0,,,1,0,0,
41044492,Acogedora Casa en Metrenquén,97094077,Juana,,Maipú,-33.56311,-70.77511,Private room,,2,0,,,1,0,0,
41056462,Depto. Santiago Centro en zona Universitaria,320879992,Carla,,Santiago,-33.45714,-70.66234,Entire home/apt,24320,2,25,2024-08-09,0.44,1,38,14,
41060831,"Departamento amplio, cómodo y con gran vista.",172010299,Daniela,,San Miguel,-33.48635127606096,-70.64682260155678,Entire home/apt,32429,2,118,2024-09-21,4.63,3,236,51,
41063857,"01-¡Hermoso  Departamento, Casco Histórico!",112310889,Erica,,Santiago,-33.4419,-70.64659,Entire home/apt,29750,2,204,2024-09-14,3.55,7,254,45,
41075479,Lindo Depto Amoblado Santiago (Lord),40787714,Christianne,,Santiago,-33.45009,-70.65595,Entire home/apt,32000,10,33,2024-08-19,0.58,3,128,9,
41078760,Acogedora  Habitación Vitacura,92886761,María Carolina,,Vitacura,-33.38137,-70.53721,Private room,23990,3,0,,,3,38,0,
41083374,"Paseo Bulnes, metro Moneda linea 1.",126285298,Sonia,,Santiago,-33.44739,-70.65246,Entire home/apt,41000,3,1,2023-10-24,0.09,1,89,1,
41086497,Departamento NUEVO pasos clínica las Condes,101922238,Maria Carolina,,Vitacura,-33.38269,-70.53323,Entire home/apt,110000,1,26,2022-07-30,0.58,16,172,0,
41087166,Hermosa vista y buena ubicación en Las Condes,132727563,Carolina,,Las Condes,-33.41206,-70.58798,Entire home/apt,32143,30,7,2024-07-03,0.16,1,281,4,
41101053,¡Habitación en hermosa casa en Barrio Italia!,22132965,Camilo,,Providencia,-33.44335,-70.62424,Private room,26429,1,40,2024-09-03,0.69,6,147,23,
41109616,Cómoda habitación en providencia cerca del metro,270368775,Evelyn,,Providencia,-33.42658,-70.61623,Private room,25000,1,46,2024-08-19,1.07,1,146,20,
41123444,"Department the best view in Providence, Santiago.",215413790,Nastassja,,Providencia,-33.431934,-70.624168,Entire home/apt,47115,2,65,2024-09-11,1.13,1,121,25,
41130630,Dpto. 1 dorm. 1 baño a pasos de Costanera Center,667910,Roxana,,Providencia,-33.42311,-70.61025,Entire home/apt,51714,1,33,2024-09-09,1.29,16,334,21,
41130713,Alojamiento acogedor y anfitrión personalizado,319267536,Roberto,,Las Condes,-33.38427,-70.53209,Entire home/apt,75033,1,4,2020-05-20,0.07,2,179,0,
41131911,Bella vista Parque Metropolitano.,111248944,Romina,,Providencia,-33.4157,-70.61496,Private room,50000,2,0,,,1,180,0,
41143435,Depto Santiago Chile,314157226,Roberto,,Santiago,-33.44952,-70.65524,Entire home/apt,27408,180,0,,,2,363,0,
41155716,Acogedor Depto a pasos del Metro y Centro Cívico.,283498951,Erika,,Santiago,-33.45015,-70.65515,Entire home/apt,29000,10,14,2024-09-11,0.25,2,90,11,
41166403,Estupendo y amplio departamento,46502401,Carolina,,Ñuñoa,-33.448825,-70.61384029999999,Entire home/apt,,1,11,2024-07-16,1.69,1,0,11,
41168109,Bellavista Travel Suites,322685043,Diego,,Providencia,-33.43122,-70.63055,Entire home/apt,56000,1,113,2024-09-09,1.97,1,357,23,
41175398,"Linda, amplia y cómoda habitación en bella casa",64748432,Mercedes,,La Reina,-33.44047,-70.56856,Entire home/apt,29714,2,2,2020-03-01,0.04,5,363,0,
41188720,Andyhouse,322992735,Andrés,,La Florida,-33.54946,-70.59389,Private room,35000,1,2,2020-02-08,0.04,1,178,0,
41189161,Acogedor departamento a pasos de escuela militar,322999624,Antonia,,Las Condes,-33.413,-70.58135,Entire home/apt,,4,0,,,1,0,0,
41193207,Room in lovely house / Habitación en Casona,248823669,Juliana,,Providencia,-33.43315,-70.63132,Private room,,3,0,,,1,0,0,
41195857,Casa Bella Santiago de Chile -2,193655413,Elba,,La Florida,-33.51256,-70.61125,Private room,11500,15,4,2024-05-23,0.12,2,360,1,
41198180,Departamentico privado,323179633,Maria Estela,,Ñuñoa,-33.44945,-70.57542,Entire home/apt,,60,0,,,1,0,0,
41212451,Triple room,274348221,Felipe,,Santiago,-33.44159,-70.646,Private room,,1,0,,,7,0,0,
41212947,Departamento luminoso y funcional en Santiago,11549611,Paola,,Santiago,-33.45085,-70.66509,Entire home/apt,35500,3,15,2024-01-13,0.27,1,31,1,
41215988,"Dpto. estudio Santiago Centro, excelente ubicación",323084201,Ricardo,,Santiago,-33.44267,-70.6592,Entire home/apt,36000,3,1,2023-06-25,0.07,1,269,0,
41224287,"Barrio el Golf, cómodo y acogedor departamento.",104841286,Lorena,,Las Condes,-33.4185854,-70.5979078,Entire home/apt,42000,3,19,2024-09-12,2.77,1,204,19,
41234101,single triple room,274348221,Felipe,,Santiago,-33.44092,-70.64415,Private room,,1,0,,,7,0,0,
41234818,Apartamento Studio Costanera Centre (610),10177065,Nicolas,,Las Condes,-33.41675567626953,-70.60273742675781,Entire home/apt,50258,1,97,2024-08-09,1.70,32,342,20,
41235099,2 individual beds,274348221,Felipe,,Santiago,-33.44097,-70.64383,Private room,,1,0,,,7,0,0,
41236521,TRIPLE ROOM,274348221,Felipe,,Santiago,-33.44099,-70.64536,Private room,,1,0,,,7,0,0,
41236526,Doble Bed,274348221,Felipe,,Santiago,-33.44026,-70.64557,Private room,,1,1,2021-10-02,0.03,7,0,0,
41239507,double room,274348221,Felipe,,Santiago,-33.43985,-70.64536,Private room,,1,0,,,7,0,0,
41242756,Exclusivo Penthouse en mejor sector de Vitacura,283498951,Erika,,Vitacura,-33.3763,-70.54926,Entire home/apt,,21,5,2024-08-30,0.12,2,4,4,
41243115,Habitación doble en hermosa casa en Barrio Italia,22132965,Camilo,,Providencia,-33.44266,-70.62345,Private room,28786,1,21,2024-08-18,0.37,6,183,2,
41255275,Homestudio Libertador,312696490,Isaac,,Santiago,-33.4562,-70.66116,Entire home/apt,34071,1,384,2024-09-25,10.88,1,228,111,
41261608,Departamento dos ambientes,315245644,Maria,,Santiago,-33.44781,-70.63653,Entire home/apt,45000,1,5,2024-08-17,0.49,7,267,5,
41262148,Departamento Windsor Suite Hasta 4 Personas,258847340,Windsor,,Santiago,-33.43926,-70.64198,Private room,72176,1,3,2024-07-14,0.29,5,347,3,
41266076,"arriendo pieza,con baño compartido solo a mujeres",50852471,Paula,,Providencia,-33.42542,-70.5977,Private room,,2,0,,,2,0,0,
41268454,Arriendo dpto nuevo en Barrio Independencia,53479963,Maria Jesus,,Independencia,-33.42109,-70.65821,Entire home/apt,23000,90,0,,,1,180,0,
41283529,Departamento por días en Santiago (metro Matta),324248487,Fernando,,Santiago,-33.45936,-70.6393,Entire home/apt,35000,2,21,2024-08-13,0.86,2,62,12,
41284828,Nuevo full equip. pasos de metro Ñuble vista Orte.,10188615,Evelyn,,Santiago,-33.46961,-70.62703,Entire home/apt,60000,7,2,2022-11-15,0.04,3,363,0,
41292279,Acogedor espacio y excelente ubicación,275309365,Claudia,,Las Condes,-33.41622,-70.56665,Private room,40000,1,2,2022-05-14,0.06,2,364,0,
41306882,¡Habitación en hermosa casa en Barrio Italia!,22132965,Camilo,,Providencia,-33.44342,-70.62489,Private room,30286,1,37,2024-05-11,0.64,6,5,5,
41309729,Apartamento Blanco,125598643,Rommy,,Santiago,-33.457,-70.66005,Entire home/apt,23000,5,55,2024-08-01,1.11,2,237,4,
41317305,Calipso,125598643,Rommy,,Santiago,-33.43323,-70.65973,Entire home/apt,29990,4,48,2024-08-26,0.86,2,365,3,
41318942,Moderno edificio a pasos del Parque Arauco,217728838,Isidora,,Vitacura,-33.39766,-70.57986,Entire home/apt,82000,5,61,2024-09-21,1.34,1,281,18,
41320346,Fabuloso Departamento con Aire y Estacionamiento,114636526,Cristian,,Santiago,-33.43784,-70.65778,Entire home/apt,49286,2,154,2024-09-21,2.69,1,216,41,
41320836,"Depto 86 Hermoso, full equipado, central",175513927,Victoria,,Santiago,-33.44202,-70.64985,Entire home/apt,36429,1,145,2023-09-22,2.53,10,198,0,
41321634,"Silencio y naturaleza, habitación en casa",80821870,Carolina,,Ñuñoa,-33.45155,-70.61134,Private room,16445,1,0,,,1,89,0,
41322870,Estudio full equipado  Edificio Licancabur,324686681,Juana,,Lo Barnechea,-33.35792,-70.2514,Entire home/apt,228404,3,21,2024-09-02,0.55,2,365,9,
41324689,"Céntrico, espacioso,comodo y economico",266027271,Ahilyn,,Estación Central,-33.45403,-70.69866,Entire home/apt,45000,1,16,2022-05-07,0.28,3,365,0,
41344642,Estiloso estudio de un ambiente super equipado,36460340,Miriam,,Providencia,-33.43185,-70.63575,Entire home/apt,50000,2,6,2022-10-14,0.11,2,180,0,
41352004,Comoda habitacion muy cercana al aeropuerto.,325079417,Sebastian,,Pudahuel,-33.45305,-70.74597,Private room,31063,1,0,,,1,365,0,
41353774,"Acogedor departamento en Providencia, Manuel montt",273116749,Felipe,,Providencia,-33.43328,-70.61664,Private room,,90,0,,,1,0,0,
41354124,Hermoso departamento cercano a MAll parque Arauco,324063593,Dom,,Vitacura,-33.39602,-70.58039,Entire home/apt,,4,0,,,1,0,0,
41368400,Amplio Depto + Estacionamiento en el Centro.,207208879,María Paz,,Santiago,-33.43507,-70.6577,Entire home/apt,27735,2,52,2024-09-08,0.91,1,180,16,
41370668,Moderno y Acogedor - 2D - 2B - Plaza Egaña,325267811,Nancy,,La Reina,-33.45269,-70.57044,Entire home/apt,70000,3,0,,,1,179,0,
41377726,Parque Forestal Best Choice!,45848211,Soledad,,Santiago,-33.4373,-70.64372,Entire home/apt,20100,30,25,2024-06-30,0.44,3,203,7,
41383071,COSTANERA CENTER HABITACIÓN PRIVADA - Providencia,136271078,Marko,,Providencia,-33.41943,-70.60391,Private room,41113,1,0,,,1,89,0,
41398424,confort habitacion,179374604,Cristián,,Las Condes,-33.39849,-70.55858,Private room,60000,1,1,2021-06-25,0.03,1,365,0,
41406281,Habitación c/ baño privado - Casa en Barrio Italia,22132965,Camilo,,Providencia,-33.442974,-70.624603,Private room,35000,1,31,2023-12-20,0.54,6,209,2,
41416646,Habitación Acogedora Santiago Centro cerca Metro.,325659761,Maria,,Santiago,-33.45044,-70.66392,Private room,36545,1,0,,,1,365,0,
41434796,NUEVO! Metro Manquehue 2H/2B y Vista Panoramica,326030117,Daniella,,Las Condes,-33.4126,-70.56597,Entire home/apt,68000,3,16,2024-08-06,0.28,1,136,10,
41447591,Casa con diseño y buena ubicación.,326155937,Maria Teresa,,Vitacura,-33.40215,-70.5922,Private room,70000,1,19,2023-04-17,0.34,1,89,0,
41448123,Acogedor Dpto. a pasos de Clínica Las Condes,163206078,Susy Roxana,,Las Condes,-33.38435,-70.53205,Entire home/apt,49800,2,76,2024-08-03,1.33,2,345,12,
41470087,Comodidad y Conectividad - Female Only ★★★★★,9990281,Darinka,,Santiago,-33.44074,-70.64085,Private room,,7,4,2020-03-01,0.07,3,0,0,
41473143,Comfy Bright Apartment near Barrio Brasil,15106452,Larisa,,Santiago,-33.43778,-70.663,Entire home/apt,,2,1,2020-02-06,0.02,2,0,0,
41482497,P17 Providencia Costanera Center/Metro P.Valdivia,140127790,Javier,,Providencia,-33.424915,-70.615974,Entire home/apt,77143,1,112,2024-09-03,1.96,21,365,20,
41484583,Departamento Amoblado 3 Personas,326568679,Nestor Javier,,Santiago,-33.43774,-70.64559,Entire home/apt,60000,1,16,2024-08-17,0.28,5,363,6,76.996.557-2
41486793,Departamento amoblado 3 Pax,326568679,Nestor Javier,,Santiago,-33.43894,-70.64596,Entire home/apt,60000,1,17,2024-08-25,0.30,5,363,5,
41497915,Hogar fuera de casa,325626361,Carolina,,Providencia,-33.43346,-70.60161,Entire home/apt,91362,3,3,2023-04-30,0.10,1,177,0,
41499519,Pieza en espectacular departamento frente a Mall,41563402,Gonzalo,,Vitacura,-33.40078,-70.58143,Private room,,1,0,,,1,0,0,
41502553,Habitación Santiago Centro,326766610,Jorge,,Santiago,-33.4375,-70.65926,Private room,28000,1,0,,,1,89,0,
41506252,no arriendo airbnb no me ha podido cerrar la cta,51537165,Paloma,,Santiago,-33.44336,-70.64049,Private room,9999,1,7,2020-03-10,0.12,1,362,0,
41518552,Barrio Universitario Departamento amplio acogedor,327003697,Liliana,,Santiago,-33.45125,-70.66625,Entire home/apt,36000,4,9,2024-09-14,0.30,1,261,5,
41519865,Departamento en Providencia (plaza El Bosque),2604117,Francisca,,Providencia,-33.43972,-70.59114,Entire home/apt,18250,50,5,2021-12-07,0.09,1,3,0,
41521953,Nuevo full equipado a pasos de Metro Ñuble,10188615,Evelyn,,Santiago,-33.47019,-70.62579,Entire home/apt,60000,5,6,2022-02-02,0.12,3,359,0,
41530102,Departamento de 1 Dormitorio 3 ambientes,128974711,Zully,,Las Condes,-33.41478,-70.58053,Entire home/apt,80000,2,13,2023-12-22,0.35,4,365,3,
41531508,Arauco Premium Suite Cerro Colorado,315935974,Priscilla,,Las Condes,-33.39972,-70.56956,Entire home/apt,95714,3,50,2024-08-30,0.88,3,170,23,
41534433,Nice room in vintage style apt in a great location,92147515,Cristian,,Recoleta,-33.42861,-70.64156,Private room,20000,1,3,2022-11-14,0.05,1,5,0,
41537906,Habitación espaciosa en Providencia,3278935,Sina,,Providencia,-33.43844,-70.62903,Private room,13500,2,1,2023-12-08,0.10,1,75,1,
41554614,Departamento Amoblado para 2 personas,326568679,Nestor Javier,,Santiago,-33.4387,-70.64381,Entire home/apt,50000,1,30,2024-07-08,0.53,5,363,7,76.996.557-2
41559562,"""Home away from home"", relax, go places or work.",237678337,Monica,,Ñuñoa,-33.45152,-70.61423,Entire home/apt,75000,7,1,2020-08-31,0.02,1,269,0,
41592128,Departamento 1 Dorm +1 Baño,327830601,Gloria,,Santiago,-33.43337,-70.65997,Entire home/apt,32000,1,368,2024-09-05,6.52,5,349,71,
41593426,"P10 Nuevo, Minimalista, Estacionamiento",140127790,Javier,,Las Condes,-33.41102,-70.57064,Entire home/apt,78571,1,102,2024-08-18,1.79,21,358,18,
41616739,Departamento Amoblado 2 pax,326568679,Nestor Javier,,Santiago,-33.43827,-70.64511,Entire home/apt,50000,1,40,2024-06-24,0.70,5,363,4,
41616941,Plaza Ñuñoa. Acogedor Depto con patio privado.,215534670,Rossana,,Ñuñoa,-33.45073,-70.59422,Entire home/apt,48000,5,14,2024-07-24,0.33,1,237,2,
41620187,Lux Big House &Garden Las Condes peace in the city,92021076,Maritza,,Las Condes,-33.41532,-70.50985,Entire home/apt,377058,5,49,2024-09-21,0.87,2,339,10,
41623588,Espacio compartido para viajeros,328268755,José Antonio,,San Miguel,-33.48098,-70.64647,Private room,,2,0,,,1,0,0,
41655096,Departamento Providencia Nueva Lyon Vista piso 15,72120325,Paulo Andres,,Providencia,-33.41968,-70.61224,Entire home/apt,36673,2,111,2024-09-25,1.97,1,328,28,
41655517,My cozy downtown apartment,245422297,Carlos,,Santiago,-33.437,-70.64851,Entire home/apt,32625,5,24,2024-02-09,0.43,1,289,1,
41663915,Lovely apartment in Providencia,6794183,Carolina,,Providencia,-33.43229,-70.60971,Entire home/apt,,13,1,2020-02-29,0.02,1,0,0,
41665153,Cómoda  casa en maipu,328780286,Julio,,Maipú,-33.54444,-70.79102,Private room,,1,0,,,1,0,0,
41684406,La Reina verde,329034189,Violeta,,La Reina,-33.45833,-70.55454,Private room,,2,0,,,2,0,0,
41689754,Hab. privada cerca de Metro,219274858,Gustavo,,Estación Central,-33.45987,-70.7027,Private room,,1,3,2023-06-21,0.17,1,0,0,
41700181,Bella Habitación en Providencia,98169490,Alejandra,,Providencia,-33.4387,-70.62955,Private room,15614,4,39,2024-09-04,0.70,1,83,14,
41707519,Una joya en Santiago,329293132,Marivel,,Santiago,-33.44101,-70.67179,Private room,,3,0,,,3,0,0,
41707649,Habitación individual con baño privado.Providencia,215249671,Claudia,,Providencia,-33.44152,-70.60045,Private room,45681,1,0,,,2,88,0,
41715081,Tranquilidad en Ñuñoa,329359055,Ignacio,,Ñuñoa,-33.44001,-70.58119,Private room,11392,5,22,2024-08-20,0.40,1,111,4,
41721219,Oasis en Santiago Tradicional,329293132,Marivel,,Santiago,-33.43984,-70.67226,Private room,,3,0,,,3,0,0,
41721820,Oasis en Santiago Tradicional-2,329293132,Marivel,,Santiago,-33.44076,-70.67286,Private room,,3,0,,,3,0,0,
41722766,Excelente departamento a pasos de metro ecuador,325082614,Andrea,,Estación Central,-33.4557,-70.70222,Entire home/apt,21971,3,158,2024-08-29,2.77,1,70,28,
41722920,espacio privado cómodo,329485892,Jacobo,,Santiago,-33.45298,-70.65699,Private room,410000,1,0,,,1,362,0,
41743139,Acogedor depto juvenil en centro de stgo metro uc,329670141,Isabel,,Santiago,-33.44606,-70.64008,Entire home/apt,38000,2,10,2024-03-17,0.18,1,348,3,
41747817,Acogedor Departamento 1 Dormitorio en Las Condes,25456737,Eugenio,,Las Condes,-33.39208,-70.54412,Entire home/apt,85000,3,2,2024-08-04,0.04,6,299,1,IVA
41748400,Hospedate con calor de Hogar,216291592,Franco,,Conchalí,-33.37179,-70.68036,Private room,,1,0,,,1,0,0,
41754277,Amplio depto Vitacura por periodos de meses,111733078,Sohi,,Vitacura,-33.39773,-70.57566,Entire home/apt,73000,60,0,,,1,359,0,
41761701,Comodidad  & Privacidad Lastarria - Solo Mujeres,9990281,Darinka,,Santiago,-33.43937,-70.64068,Private room,,20,3,2023-06-28,0.05,3,0,0,188632521
41780871,Departamento familiar completamente equipado,172842975,Luis Felipe,,Santiago,-33.4479,-70.67235,Private room,40000,5,2,2023-08-29,0.04,3,285,0,
