"fecha_vigencia","precio","provincia","localidad","direccion"
"23/10/2023",290,"SANTIAGO DEL ESTERO","SANTIAGO DEL ESTERO","LIBERTAD 2520"
"25/11/2023",364,"SANTIAGO DEL ESTERO","SANTIAGO DEL ESTERO","LIBERTAD 2520"
"01/11/2023",319,"SANTIAGO DEL ESTERO","FERNANDEZ","RUTA NACIONAL N°34 KM 682"
"02/08/2023",251,"SANTIAGO DEL ESTERO","FERNANDEZ","RUTA NACIONAL N°34 KM 682"
"08/07/2023",240.2,"SANTIAGO DEL ESTERO","FERNANDEZ","RUTA NACIONAL N°34 KM 682"
"08/12/2023",448,"SANTIAGO DEL ESTERO","FERNANDEZ","RUTA NACIONAL N°34 KM 682"
"13/12/2023",618,"SANTIAGO DEL ESTERO","FERNANDEZ","RUTA NACIONAL N°34 KM 682"
"18/08/2023",282.4,"SANTIAGO DEL ESTERO","FERNANDEZ","RUTA NACIONAL N°34 KM 682"
"23/10/2023",291,"SANTIAGO DEL ESTERO","FERNANDEZ","RUTA NACIONAL N°34 KM 682"
"25/11/2023",365,"SANTIAGO DEL ESTERO","FERNANDEZ","RUTA NACIONAL N°34 KM 682"
"01/11/2023",271,"LA PAMPA","GRAL. PICO","Colectora de RUTA 102 841"
"02/08/2023",213.3,"LA PAMPA","GRAL. PICO","Colectora de RUTA 102 841"
"08/07/2023",204.1,"LA PAMPA","GRAL. PICO","Colectora de RUTA 102 841"
"08/12/2023",381,"LA PAMPA","GRAL. PICO","Colectora de RUTA 102 841"
"13/12/2023",518,"LA PAMPA","GRAL. PICO","Colectora de RUTA 102 841"
"18/08/2023",240,"LA PAMPA","GRAL. PICO","Colectora de RUTA 102 841"
"23/10/2023",247,"LA PAMPA","GRAL. PICO","Colectora de RUTA 102 841"
"25/11/2023",310,"LA PAMPA","GRAL. PICO","Colectora de RUTA 102 841"
"01/11/2023",271,"LA PAMPA","GRAL. PICO","CALLE 20 ESQ. 11"
"02/08/2023",213.3,"LA PAMPA","GRAL. PICO","CALLE 20 ESQ. 11"
"08/07/2023",204.1,"LA PAMPA","GRAL. PICO","CALLE 20 ESQ. 11"
"08/12/2023",381,"LA PAMPA","GRAL. PICO","CALLE 20 ESQ. 11"
"13/12/2023",518,"LA PAMPA","GRAL. PICO","CALLE 20 ESQ. 11"
"18/08/2023",240,"LA PAMPA","GRAL. PICO","CALLE 20 ESQ. 11"
"23/10/2023",247,"LA PAMPA","GRAL. PICO","CALLE 20 ESQ. 11"
"25/11/2023",310,"LA PAMPA","GRAL. PICO","CALLE 20 ESQ. 11"
"01/11/2023",271,"LA PAMPA","GRAL. PICO","CALLE 32 Nº 677"
"02/08/2023",213.3,"LA PAMPA","GRAL. PICO","CALLE 32 Nº 677"
"08/07/2023",204.1,"LA PAMPA","GRAL. PICO","CALLE 32 Nº 677"
"08/12/2023",381,"LA PAMPA","GRAL. PICO","CALLE 32 Nº 677"
"13/12/2023",518,"LA PAMPA","GRAL. PICO","CALLE 32 Nº 677"
"18/08/2023",240,"LA PAMPA","GRAL. PICO","CALLE 32 Nº 677"
"23/10/2023",247,"LA PAMPA","GRAL. PICO","CALLE 32 Nº 677"
"25/11/2023",310,"LA PAMPA","GRAL. PICO","CALLE 32 Nº 677"
"01/11/2023",271,"LA PAMPA","GRAL. PICO","Calle 357 Nro. 315 esquina 306"
"02/08/2023",213.3,"LA PAMPA","GRAL. PICO","Calle 357 Nro. 315 esquina 306"
"08/07/2023",204.1,"LA PAMPA","GRAL. PICO","Calle 357 Nro. 315 esquina 306"
"08/12/2023",381,"LA PAMPA","GRAL. PICO","Calle 357 Nro. 315 esquina 306"
"13/12/2023",518,"LA PAMPA","GRAL. PICO","Calle 357 Nro. 315 esquina 306"
"18/08/2023",240,"LA PAMPA","GRAL. PICO","Calle 357 Nro. 315 esquina 306"
"23/10/2023",247,"LA PAMPA","GRAL. PICO","Calle 357 Nro. 315 esquina 306"
"25/11/2023",310,"LA PAMPA","GRAL. PICO","Calle 357 Nro. 315 esquina 306"
"01/11/2023",262,"RIO NEGRO","GRAL. GODOY","BELGRANO Y ROCA"
"02/08/2023",206,"RIO NEGRO","GRAL. GODOY","BELGRANO Y ROCA"
"08/07/2023",197.1,"RIO NEGRO","GRAL. GODOY","BELGRANO Y ROCA"
"08/12/2023",368,"RIO NEGRO","GRAL. GODOY","BELGRANO Y ROCA"
"13/12/2023",509,"RIO NEGRO","GRAL. GODOY","BELGRANO Y ROCA"
"18/08/2023",231.8,"RIO NEGRO","GRAL. GODOY","BELGRANO Y ROCA"
"23/10/2023",239,"RIO NEGRO","GRAL. GODOY","BELGRANO Y ROCA"
"25/11/2023",300,"RIO NEGRO","GRAL. GODOY","BELGRANO Y ROCA"
"01/11/2023",342,"BUENOS AIRES","TANDIL","av del valle 602"
"02/08/2023",269.7,"BUENOS AIRES","TANDIL","av del valle 602"
"08/07/2023",258.1,"BUENOS AIRES","TANDIL","av del valle 602"
"08/12/2023",490,"BUENOS AIRES","TANDIL","av del valle 602"
"13/12/2023",649,"BUENOS AIRES","TANDIL","av del valle 602"
"18/08/2023",303.4,"BUENOS AIRES","TANDIL","av del valle 602"
"23/10/2023",312,"BUENOS AIRES","TANDIL","av del valle 602"
"25/11/2023",391,"BUENOS AIRES","TANDIL","av del valle 602"
"01/11/2023",342,"BUENOS AIRES","NAPALEOFU","RUTA 227 Y ACC, NAPALEOFÚ"
"02/08/2023",269.7,"BUENOS AIRES","NAPALEOFU","RUTA 227 Y ACC, NAPALEOFÚ"
"08/07/2023",258.1,"BUENOS AIRES","NAPALEOFU","RUTA 227 Y ACC, NAPALEOFÚ"
"08/12/2023",490,"BUENOS AIRES","NAPALEOFU","RUTA 227 Y ACC, NAPALEOFÚ"
"13/12/2023",649,"BUENOS AIRES","NAPALEOFU","RUTA 227 Y ACC, NAPALEOFÚ"
"18/08/2023",303.4,"BUENOS AIRES","NAPALEOFU","RUTA 227 Y ACC, NAPALEOFÚ"
"23/10/2023",312,"BUENOS AIRES","NAPALEOFU","RUTA 227 Y ACC, NAPALEOFÚ"
"25/11/2023",391,"BUENOS AIRES","NAPALEOFU","RUTA 227 Y ACC, NAPALEOFÚ"
"01/11/2023",266,"LA PAMPA","TOAY","AV. DEL TRABAJO Y AV. PERON"
"02/08/2023",209.8,"LA PAMPA","TOAY","AV. DEL TRABAJO Y AV. PERON"
"08/07/2023",200.8,"LA PAMPA","TOAY","AV. DEL TRABAJO Y AV. PERON"
"08/12/2023",373,"LA PAMPA","TOAY","AV. DEL TRABAJO Y AV. PERON"
"13/12/2023",518,"LA PAMPA","TOAY","AV. DEL TRABAJO Y AV. PERON"
"18/08/2023",236,"LA PAMPA","TOAY","AV. DEL TRABAJO Y AV. PERON"
"23/10/2023",243,"LA PAMPA","TOAY","AV. DEL TRABAJO Y AV. PERON"
"25/11/2023",304,"LA PAMPA","TOAY","AV. DEL TRABAJO Y AV. PERON"
"01/11/2023",262,"CHUBUT","TRELEW","25 DE MAYO 501"
"02/08/2023",205.8,"CHUBUT","TRELEW","25 DE MAYO 501"
"08/07/2023",196.9,"CHUBUT","TRELEW","25 DE MAYO 501"
"08/12/2023",368,"CHUBUT","TRELEW","25 DE MAYO 501"
"13/12/2023",509,"CHUBUT","TRELEW","25 DE MAYO 501"
"18/08/2023",231.5,"CHUBUT","TRELEW","25 DE MAYO 501"
"23/10/2023",239,"CHUBUT","TRELEW","25 DE MAYO 501"
"25/11/2023",300,"CHUBUT","TRELEW","25 DE MAYO 501"
"01/11/2023",262,"CHUBUT","TRELEW","25 DE MAYO 505"
"02/08/2023",205.8,"CHUBUT","TRELEW","25 DE MAYO 505"
"08/07/2023",196.9,"CHUBUT","TRELEW","25 DE MAYO 505"
"08/12/2023",368,"CHUBUT","TRELEW","25 DE MAYO 505"
"13/12/2023",509,"CHUBUT","TRELEW","25 DE MAYO 505"
"18/08/2023",231.5,"CHUBUT","TRELEW","25 DE MAYO 505"
"23/10/2023",239,"CHUBUT","TRELEW","25 DE MAYO 505"
"25/11/2023",300,"CHUBUT","TRELEW","25 DE MAYO 505"
"01/11/2023",262,"CHUBUT","TRELEW","AVDA. LA PLATA 1872 Y GUEMES NTE."
"02/08/2023",205.8,"CHUBUT","TRELEW","AVDA. LA PLATA 1872 Y GUEMES NTE."
"08/07/2023",196.9,"CHUBUT","TRELEW","AVDA. LA PLATA 1872 Y GUEMES NTE."
"08/12/2023",368,"CHUBUT","TRELEW","AVDA. LA PLATA 1872 Y GUEMES NTE."
"13/12/2023",509,"CHUBUT","TRELEW","AVDA. LA PLATA 1872 Y GUEMES NTE."
"18/08/2023",231.5,"CHUBUT","TRELEW","AVDA. LA PLATA 1872 Y GUEMES NTE."
"23/10/2023",239,"CHUBUT","TRELEW","AVDA. LA PLATA 1872 Y GUEMES NTE."
"25/11/2023",300,"CHUBUT","TRELEW","AVDA. LA PLATA 1872 Y GUEMES NTE."
"01/11/2023",262,"CHUBUT","TRELEW","AV LA PLATA 1812"
"02/08/2023",205.8,"CHUBUT","TRELEW","AV LA PLATA 1812"
"08/07/2023",196.9,"CHUBUT","TRELEW","AV LA PLATA 1812"
"08/12/2023",368,"CHUBUT","TRELEW","AV LA PLATA 1812"
"13/12/2023",509,"CHUBUT","TRELEW","AV LA PLATA 1812"
"18/08/2023",231.5,"CHUBUT","TRELEW","AV LA PLATA 1812"
"23/10/2023",239,"CHUBUT","TRELEW","AV LA PLATA 1812"
"25/11/2023",300,"CHUBUT","TRELEW","AV LA PLATA 1812"
"01/11/2023",256,"CHUBUT","TRELEW","DIAZ DE QUINTANA 1"
"02/08/2023",201.1,"CHUBUT","TRELEW","DIAZ DE QUINTANA 1"
"08/07/2023",192.4,"CHUBUT","TRELEW","DIAZ DE QUINTANA 1"
"08/12/2023",360,"CHUBUT","TRELEW","DIAZ DE QUINTANA 1"
"13/12/2023",509,"CHUBUT","TRELEW","DIAZ DE QUINTANA 1"
"18/08/2023",226.2,"CHUBUT","TRELEW","DIAZ DE QUINTANA 1"
"23/10/2023",233,"CHUBUT","TRELEW","DIAZ DE QUINTANA 1"
"25/11/2023",293,"CHUBUT","TRELEW","DIAZ DE QUINTANA 1"
"01/11/2023",345,"MISIONES","SAN PEDRO","25 DE MAYO Y GUEMES"
"02/08/2023",271.8,"MISIONES","SAN PEDRO","25 DE MAYO Y GUEMES"
"08/07/2023",260.1,"MISIONES","SAN PEDRO","25 DE MAYO Y GUEMES"
"08/12/2023",485,"MISIONES","SAN PEDRO","25 DE MAYO Y GUEMES"
"13/12/2023",659,"MISIONES","SAN PEDRO","25 DE MAYO Y GUEMES"
"18/08/2023",305.8,"MISIONES","SAN PEDRO","25 DE MAYO Y GUEMES"
"23/10/2023",315,"MISIONES","SAN PEDRO","25 DE MAYO Y GUEMES"
"25/11/2023",395,"MISIONES","SAN PEDRO","25 DE MAYO Y GUEMES"
"01/11/2023",345,"MISIONES","ARISTOBULO DEL VALLE","8 DE SEPTIEMBRE Y URUGUAY"
"02/08/2023",271.8,"MISIONES","ARISTOBULO DEL VALLE","8 DE SEPTIEMBRE Y URUGUAY"
"08/07/2023",260.1,"MISIONES","ARISTOBULO DEL VALLE","8 DE SEPTIEMBRE Y URUGUAY"
"08/12/2023",485,"MISIONES","ARISTOBULO DEL VALLE","8 DE SEPTIEMBRE Y URUGUAY"
"13/12/2023",659,"MISIONES","ARISTOBULO DEL VALLE","8 DE SEPTIEMBRE Y URUGUAY"
"18/08/2023",305.8,"MISIONES","ARISTOBULO DEL VALLE","8 DE SEPTIEMBRE Y URUGUAY"
"23/10/2023",315,"MISIONES","ARISTOBULO DEL VALLE","8 DE SEPTIEMBRE Y URUGUAY"
"25/11/2023",395,"MISIONES","ARISTOBULO DEL VALLE","8 DE SEPTIEMBRE Y URUGUAY"
"01/11/2023",345,"MISIONES","2 DE MAYO","AV. DEL COLONO 0"
"02/08/2023",271.8,"MISIONES","2 DE MAYO","AV. DEL COLONO 0"
"08/07/2023",260.1,"MISIONES","2 DE MAYO","AV. DEL COLONO 0"
"08/12/2023",485,"MISIONES","2 DE MAYO","AV. DEL COLONO 0"
"13/12/2023",659,"MISIONES","2 DE MAYO","AV. DEL COLONO 0"
"18/08/2023",305.8,"MISIONES","2 DE MAYO","AV. DEL COLONO 0"
"23/10/2023",315,"MISIONES","2 DE MAYO","AV. DEL COLONO 0"
"25/11/2023",395,"MISIONES","2 DE MAYO","AV. DEL COLONO 0"
"01/11/2023",345,"MISIONES","ARISTOBULO DEL VALLE","AVENIDA DE LAS AMERICAS 1005"
"02/08/2023",271.8,"MISIONES","ARISTOBULO DEL VALLE","AVENIDA DE LAS AMERICAS 1005"
"08/07/2023",260.1,"MISIONES","ARISTOBULO DEL VALLE","AVENIDA DE LAS AMERICAS 1005"
"08/12/2023",485,"MISIONES","ARISTOBULO DEL VALLE","AVENIDA DE LAS AMERICAS 1005"
"13/12/2023",659,"MISIONES","ARISTOBULO DEL VALLE","AVENIDA DE LAS AMERICAS 1005"
"18/08/2023",305.8,"MISIONES","ARISTOBULO DEL VALLE","AVENIDA DE LAS AMERICAS 1005"
"23/10/2023",315,"MISIONES","ARISTOBULO DEL VALLE","AVENIDA DE LAS AMERICAS 1005"
"25/11/2023",395,"MISIONES","ARISTOBULO DEL VALLE","AVENIDA DE LAS AMERICAS 1005"
"01/11/2023",341,"MISIONES","POSADAS","AVENIDA LAVALLE 5426"
"02/08/2023",268.5,"MISIONES","POSADAS","AVENIDA LAVALLE 5426"
"08/07/2023",256.9,"MISIONES","POSADAS","AVENIDA LAVALLE 5426"
"08/12/2023",479,"MISIONES","POSADAS","AVENIDA LAVALLE 5426"
"13/12/2023",659,"MISIONES","POSADAS","AVENIDA LAVALLE 5426"
"18/08/2023",302.1,"MISIONES","POSADAS","AVENIDA LAVALLE 5426"
"23/10/2023",311,"MISIONES","POSADAS","AVENIDA LAVALLE 5426"
"25/11/2023",390,"MISIONES","POSADAS","AVENIDA LAVALLE 5426"
"01/11/2023",341,"MISIONES","POSADAS","AVENIDA URUGUAY Y MONTEAGUDO"
"02/08/2023",268.5,"MISIONES","POSADAS","AVENIDA URUGUAY Y MONTEAGUDO"
"08/07/2023",256.9,"MISIONES","POSADAS","AVENIDA URUGUAY Y MONTEAGUDO"
"08/12/2023",479,"MISIONES","POSADAS","AVENIDA URUGUAY Y MONTEAGUDO"
"13/12/2023",659,"MISIONES","POSADAS","AVENIDA URUGUAY Y MONTEAGUDO"
"18/08/2023",302.1,"MISIONES","POSADAS","AVENIDA URUGUAY Y MONTEAGUDO"
"23/10/2023",311,"MISIONES","POSADAS","AVENIDA URUGUAY Y MONTEAGUDO"
"25/11/2023",390,"MISIONES","POSADAS","AVENIDA URUGUAY Y MONTEAGUDO"
"01/11/2023",345,"MISIONES","SAN VICENTE","AV. LIBERTADOR 902"
"02/08/2023",271.8,"MISIONES","SAN VICENTE","AV. LIBERTADOR 902"
"08/07/2023",260.1,"MISIONES","SAN VICENTE","AV. LIBERTADOR 902"
"08/12/2023",485,"MISIONES","SAN VICENTE","AV. LIBERTADOR 902"
"13/12/2023",659,"MISIONES","SAN VICENTE","AV. LIBERTADOR 902"
"18/08/2023",305.8,"MISIONES","SAN VICENTE","AV. LIBERTADOR 902"
"23/10/2023",315,"MISIONES","SAN VICENTE","AV. LIBERTADOR 902"
"25/11/2023",395,"MISIONES","SAN VICENTE","AV. LIBERTADOR 902"
"01/11/2023",345,"MISIONES","EL SOBERBIO","AV. RIVADAVIA 757"
"02/08/2023",271.8,"MISIONES","EL SOBERBIO","AV. RIVADAVIA 757"
"08/07/2023",260.1,"MISIONES","EL SOBERBIO","AV. RIVADAVIA 757"
"08/12/2023",485,"MISIONES","EL SOBERBIO","AV. RIVADAVIA 757"
"13/12/2023",659,"MISIONES","EL SOBERBIO","AV. RIVADAVIA 757"
"18/08/2023",305.8,"MISIONES","EL SOBERBIO","AV. RIVADAVIA 757"
"23/10/2023",315,"MISIONES","EL SOBERBIO","AV. RIVADAVIA 757"
"25/11/2023",395,"MISIONES","EL SOBERBIO","AV. RIVADAVIA 757"
"01/11/2023",345,"MISIONES","OBERA","AV. SARMIENTO 1128"
"02/08/2023",271.8,"MISIONES","OBERA","AV. SARMIENTO 1128"
"08/07/2023",260.1,"MISIONES","OBERA","AV. SARMIENTO 1128"
"08/12/2023",485,"MISIONES","OBERA","AV. SARMIENTO 1128"
"13/12/2023",659,"MISIONES","OBERA","AV. SARMIENTO 1128"
"18/08/2023",305.8,"MISIONES","OBERA","AV. SARMIENTO 1128"
"23/10/2023",315,"MISIONES","OBERA","AV. SARMIENTO 1128"
"25/11/2023",395,"MISIONES","OBERA","AV. SARMIENTO 1128"
"01/11/2023",345,"MISIONES","COLONIA ANDRESITO","Ruta 19 s/n (Lote 10B, Sub-Div. Lote 10 Sec B)"
"02/08/2023",271.8,"MISIONES","COLONIA ANDRESITO","Ruta 19 s/n (Lote 10B, Sub-Div. Lote 10 Sec B)"
"08/07/2023",260.1,"MISIONES","COLONIA ANDRESITO","Ruta 19 s/n (Lote 10B, Sub-Div. Lote 10 Sec B)"
"08/12/2023",485,"MISIONES","COLONIA ANDRESITO","Ruta 19 s/n (Lote 10B, Sub-Div. Lote 10 Sec B)"
"13/12/2023",659,"MISIONES","COLONIA ANDRESITO","Ruta 19 s/n (Lote 10B, Sub-Div. Lote 10 Sec B)"
"18/08/2023",305.8,"MISIONES","COLONIA ANDRESITO","Ruta 19 s/n (Lote 10B, Sub-Div. Lote 10 Sec B)"
"23/10/2023",315,"MISIONES","COLONIA ANDRESITO","Ruta 19 s/n (Lote 10B, Sub-Div. Lote 10 Sec B)"
"25/11/2023",395,"MISIONES","COLONIA ANDRESITO","Ruta 19 s/n (Lote 10B, Sub-Div. Lote 10 Sec B)"
"01/11/2023",335,"CORRIENTES","PASO DE LOS LIBRES","Ruta Nac. 14 kilometro 495"
"02/08/2023",263.9,"CORRIENTES","PASO DE LOS LIBRES","Ruta Nac. 14 kilometro 495"
"08/07/2023",252.5,"CORRIENTES","PASO DE LOS LIBRES","Ruta Nac. 14 kilometro 495"
"08/12/2023",470,"CORRIENTES","PASO DE LOS LIBRES","Ruta Nac. 14 kilometro 495"
"13/12/2023",639,"CORRIENTES","PASO DE LOS LIBRES","Ruta Nac. 14 kilometro 495"
"18/08/2023",296.9,"CORRIENTES","PASO DE LOS LIBRES","Ruta Nac. 14 kilometro 495"
"23/10/2023",306,"CORRIENTES","PASO DE LOS LIBRES","Ruta Nac. 14 kilometro 495"
"25/11/2023",383,"CORRIENTES","PASO DE LOS LIBRES","Ruta Nac. 14 kilometro 495"
"01/11/2023",345,"MISIONES","JARDIN DE AMERICA","RUTA NACIONAL Nª 12, KM. 1440"
"02/08/2023",271.8,"MISIONES","JARDIN DE AMERICA","RUTA NACIONAL Nª 12, KM. 1440"
"08/07/2023",260.1,"MISIONES","JARDIN DE AMERICA","RUTA NACIONAL Nª 12, KM. 1440"
"08/12/2023",485,"MISIONES","JARDIN DE AMERICA","RUTA NACIONAL Nª 12, KM. 1440"
"13/12/2023",659,"MISIONES","JARDIN DE AMERICA","RUTA NACIONAL Nª 12, KM. 1440"
"18/08/2023",305.8,"MISIONES","JARDIN DE AMERICA","RUTA NACIONAL Nª 12, KM. 1440"
"23/10/2023",315,"MISIONES","JARDIN DE AMERICA","RUTA NACIONAL Nª 12, KM. 1440"
"25/11/2023",395,"MISIONES","JARDIN DE AMERICA","RUTA NACIONAL Nª 12, KM. 1440"
"01/11/2023",345,"MISIONES","OBERA","RUTA NACIONAL Nª 14, KM. 1124"
"02/08/2023",271.8,"MISIONES","OBERA","RUTA NACIONAL Nª 14, KM. 1124"
"08/07/2023",260.1,"MISIONES","OBERA","RUTA NACIONAL Nª 14, KM. 1124"
"08/12/2023",485,"MISIONES","OBERA","RUTA NACIONAL Nª 14, KM. 1124"
"13/12/2023",659,"MISIONES","OBERA","RUTA NACIONAL Nª 14, KM. 1124"
"18/08/2023",305.8,"MISIONES","OBERA","RUTA NACIONAL Nª 14, KM. 1124"
"23/10/2023",315,"MISIONES","OBERA","RUTA NACIONAL Nª 14, KM. 1124"
"25/11/2023",395,"MISIONES","OBERA","RUTA NACIONAL Nª 14, KM. 1124"
"01/11/2023",345,"MISIONES","SAN VICENTE","RUTA NACIONAL Nª 14, KM. 1259"
"02/08/2023",271.8,"MISIONES","SAN VICENTE","RUTA NACIONAL Nª 14, KM. 1259"
"08/07/2023",260.1,"MISIONES","SAN VICENTE","RUTA NACIONAL Nª 14, KM. 1259"
"08/12/2023",485,"MISIONES","SAN VICENTE","RUTA NACIONAL Nª 14, KM. 1259"
"13/12/2023",659,"MISIONES","SAN VICENTE","RUTA NACIONAL Nª 14, KM. 1259"
"18/08/2023",305.8,"MISIONES","SAN VICENTE","RUTA NACIONAL Nª 14, KM. 1259"
"23/10/2023",315,"MISIONES","SAN VICENTE","RUTA NACIONAL Nª 14, KM. 1259"
"25/11/2023",395,"MISIONES","SAN VICENTE","RUTA NACIONAL Nª 14, KM. 1259"
"01/11/2023",327,"ENTRE RIOS","COLON","RUTA NACIONAL Nª 14 - KM. 143"
"02/08/2023",257.2,"ENTRE RIOS","COLON","RUTA NACIONAL Nª 14 - KM. 143"
"08/07/2023",246.1,"ENTRE RIOS","COLON","RUTA NACIONAL Nª 14 - KM. 143"
"08/12/2023",465,"ENTRE RIOS","COLON","RUTA NACIONAL Nª 14 - KM. 143"
"13/12/2023",639,"ENTRE RIOS","COLON","RUTA NACIONAL Nª 14 - KM. 143"
"18/08/2023",289.4,"ENTRE RIOS","COLON","RUTA NACIONAL Nª 14 - KM. 143"
"23/10/2023",298,"ENTRE RIOS","COLON","RUTA NACIONAL Nª 14 - KM. 143"
"25/11/2023",374,"ENTRE RIOS","COLON","RUTA NACIONAL Nª 14 - KM. 143"
"01/11/2023",345,"MISIONES","CAMPO VIERA","RUTA NACIONAL Nª 14 Y ACCESO CAMPO VIERA"
"02/08/2023",271.8,"MISIONES","CAMPO VIERA","RUTA NACIONAL Nª 14 Y ACCESO CAMPO VIERA"
"08/07/2023",260.1,"MISIONES","CAMPO VIERA","RUTA NACIONAL Nª 14 Y ACCESO CAMPO VIERA"
"08/12/2023",485,"MISIONES","CAMPO VIERA","RUTA NACIONAL Nª 14 Y ACCESO CAMPO VIERA"
"13/12/2023",659,"MISIONES","CAMPO VIERA","RUTA NACIONAL Nª 14 Y ACCESO CAMPO VIERA"
"18/08/2023",305.8,"MISIONES","CAMPO VIERA","RUTA NACIONAL Nª 14 Y ACCESO CAMPO VIERA"
"23/10/2023",315,"MISIONES","CAMPO VIERA","RUTA NACIONAL Nª 14 Y ACCESO CAMPO VIERA"
"25/11/2023",395,"MISIONES","CAMPO VIERA","RUTA NACIONAL Nª 14 Y ACCESO CAMPO VIERA"
"01/11/2023",345,"MISIONES","ARISTOBULO DEL VALLE","RUTA NACIONA Nª 14, KM. 1203"
"02/08/2023",271.8,"MISIONES","ARISTOBULO DEL VALLE","RUTA NACIONA Nª 14, KM. 1203"
"08/07/2023",260.1,"MISIONES","ARISTOBULO DEL VALLE","RUTA NACIONA Nª 14, KM. 1203"
"08/12/2023",485,"MISIONES","ARISTOBULO DEL VALLE","RUTA NACIONA Nª 14, KM. 1203"
"13/12/2023",659,"MISIONES","ARISTOBULO DEL VALLE","RUTA NACIONA Nª 14, KM. 1203"
"18/08/2023",305.8,"MISIONES","ARISTOBULO DEL VALLE","RUTA NACIONA Nª 14, KM. 1203"
"23/10/2023",315,"MISIONES","ARISTOBULO DEL VALLE","RUTA NACIONA Nª 14, KM. 1203"
"25/11/2023",395,"MISIONES","ARISTOBULO DEL VALLE","RUTA NACIONA Nª 14, KM. 1203"
"01/11/2023",262,"NEUQUEN","ZAPALA","LUIS MONTI Y TRANNACK"
"02/08/2023",206.3,"NEUQUEN","ZAPALA","LUIS MONTI Y TRANNACK"
"08/07/2023",197.4,"NEUQUEN","ZAPALA","LUIS MONTI Y TRANNACK"
"08/12/2023",368,"NEUQUEN","ZAPALA","LUIS MONTI Y TRANNACK"
"13/12/2023",509,"NEUQUEN","ZAPALA","LUIS MONTI Y TRANNACK"
"18/08/2023",232.1,"NEUQUEN","ZAPALA","LUIS MONTI Y TRANNACK"
"23/10/2023",239,"NEUQUEN","ZAPALA","LUIS MONTI Y TRANNACK"
"25/11/2023",300,"NEUQUEN","ZAPALA","LUIS MONTI Y TRANNACK"
"01/11/2023",310,"MENDOZA","CHAPANAY","MANZANARES S/N. Y BAYO S/N.-TRES PORTEÑAS"
"02/08/2023",244.5,"MENDOZA","CHAPANAY","MANZANARES S/N. Y BAYO S/N.-TRES PORTEÑAS"
"08/07/2023",234,"MENDOZA","CHAPANAY","MANZANARES S/N. Y BAYO S/N.-TRES PORTEÑAS"
"08/12/2023",436,"MENDOZA","CHAPANAY","MANZANARES S/N. Y BAYO S/N.-TRES PORTEÑAS"
"13/12/2023",599,"MENDOZA","CHAPANAY","MANZANARES S/N. Y BAYO S/N.-TRES PORTEÑAS"
"18/08/2023",275.1,"MENDOZA","CHAPANAY","MANZANARES S/N. Y BAYO S/N.-TRES PORTEÑAS"
"23/10/2023",283,"MENDOZA","CHAPANAY","MANZANARES S/N. Y BAYO S/N.-TRES PORTEÑAS"
"25/11/2023",355,"MENDOZA","CHAPANAY","MANZANARES S/N. Y BAYO S/N.-TRES PORTEÑAS"
"01/11/2023",264,"CHUBUT","EL HOYO","RUTA 258"
"02/08/2023",208.2,"CHUBUT","EL HOYO","RUTA 258"
"08/07/2023",199.2,"CHUBUT","EL HOYO","RUTA 258"
"08/12/2023",371,"CHUBUT","EL HOYO","RUTA 258"
"13/12/2023",509,"CHUBUT","EL HOYO","RUTA 258"
"18/08/2023",234.2,"CHUBUT","EL HOYO","RUTA 258"
"23/10/2023",241,"CHUBUT","EL HOYO","RUTA 258"
"25/11/2023",302,"CHUBUT","EL HOYO","RUTA 258"
"01/11/2023",322,"BUENOS AIRES","VILLA POMAR","RUTA NACIONAL Nº 8 KM 261"
"02/08/2023",253.8,"BUENOS AIRES","VILLA POMAR","RUTA NACIONAL Nº 8 KM 261"
"08/07/2023",242.9,"BUENOS AIRES","VILLA POMAR","RUTA NACIONAL Nº 8 KM 261"
"08/12/2023",461,"BUENOS AIRES","VILLA POMAR","RUTA NACIONAL Nº 8 KM 261"
"13/12/2023",649,"BUENOS AIRES","VILLA POMAR","RUTA NACIONAL Nº 8 KM 261"
"18/08/2023",285.5,"BUENOS AIRES","VILLA POMAR","RUTA NACIONAL Nº 8 KM 261"
"23/10/2023",294,"BUENOS AIRES","VILLA POMAR","RUTA NACIONAL Nº 8 KM 261"
"25/11/2023",368,"BUENOS AIRES","VILLA POMAR","RUTA NACIONAL Nº 8 KM 261"
"01/11/2023",323,"CORDOBA","VILLA DEL ROSARIO","ESQ. JERONIMO DEL BARCO km 13"
"02/08/2023",254.8,"CORDOBA","VILLA DEL ROSARIO","ESQ. JERONIMO DEL BARCO km 13"
"08/07/2023",243.8,"CORDOBA","VILLA DEL ROSARIO","ESQ. JERONIMO DEL BARCO km 13"
"08/12/2023",460,"CORDOBA","VILLA DEL ROSARIO","ESQ. JERONIMO DEL BARCO km 13"
"13/12/2023",639,"CORDOBA","VILLA DEL ROSARIO","ESQ. JERONIMO DEL BARCO km 13"
"18/08/2023",286.7,"CORDOBA","VILLA DEL ROSARIO","ESQ. JERONIMO DEL BARCO km 13"
"23/10/2023",295,"CORDOBA","VILLA DEL ROSARIO","ESQ. JERONIMO DEL BARCO km 13"
"25/11/2023",370,"CORDOBA","VILLA DEL ROSARIO","ESQ. JERONIMO DEL BARCO km 13"
"01/11/2023",342,"BUENOS AIRES","MONTE HERMOSO","ACCESO RUTA PROVINCIAL 78 KM 1"
